customer_id,customer_name,email,region,customer_segment,last_order_date,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_code,rfm_segment,priority,crm_action
C017518,Neha Roy,c017518@mail.com,North,Corporate,2025-08-10,144,6,208878.68,2,4,2,242,At Risk,P1,"Urgent win-back campaign, targeted discount, category-specific offers"
C012877,Nikhil Iyer,c012877@mail.com,West,Consumer,2025-12-17,15,6,208867.24000000002,5,4,2,542,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C004663,Aditya Chopra,c004663@mail.com,South,Consumer,2025-09-06,117,7,208747.83,2,4,2,242,At Risk,P1,"Urgent win-back campaign, targeted discount, category-specific offers"
C011530,Varun Roy,c011530@mail.com,East,Consumer,2025-12-06,26,5,208678.47999999998,4,3,2,432,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C008124,Anaya Bose,c008124@mail.com,North,Corporate,2025-12-23,9,7,208358.03999999998,5,4,2,542,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C008689,Isha Kulkarni,c008689@mail.com,North,Consumer,2025-12-13,19,6,207951.68,5,4,2,542,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C009297,Nikhil Mehta,c009297@mail.com,North,Consumer,2025-12-23,9,5,207829.9,5,3,2,532,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C016308,Aarav Das,c016308@mail.com,East,Consumer,2025-07-05,180,8,207813.03,2,5,2,252,At Risk,P1,"Urgent win-back campaign, targeted discount, category-specific offers"
C011760,Meera Singh,c011760@mail.com,East,Consumer,2025-12-02,30,7,207797.12,4,4,2,442,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C004405,Nitya Saxena,c004405@mail.com,East,Corporate,2025-12-16,16,6,207547.45,5,3,2,532,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C011772,Tanvi Nair,c011772@mail.com,East,Corporate,2025-12-30,2,5,207505.06,5,3,2,532,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C002928,Nitya Sharma,c002928@mail.com,East,Home Office,2025-12-10,22,7,207413.13999999998,5,4,2,542,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C006202,Tanvi Khan,c006202@mail.com,East,Consumer,2025-05-14,232,8,207340.57,1,5,2,152,At Risk,P1,"Urgent win-back campaign, targeted discount, category-specific offers"
C010599,Pooja Chopra,c010599@mail.com,North,Consumer,2025-11-30,32,6,207331.42,4,4,2,442,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C017818,Aarav Patel,c017818@mail.com,South,Corporate,2025-12-04,28,5,207223.66999999998,4,3,2,432,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C014726,Kabir Kulkarni,c014726@mail.com,West,Corporate,2025-12-09,23,6,207074.98,5,4,2,542,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C011141,Isha Nair,c011141@mail.com,South,Consumer,2025-09-19,104,6,206952.37,2,4,2,242,At Risk,P1,"Urgent win-back campaign, targeted discount, category-specific offers"
C014777,Aditya Nair,c014777@mail.com,West,Consumer,2025-04-14,262,6,206799.84999999998,1,4,2,142,At Risk,P1,"Urgent win-back campaign, targeted discount, category-specific offers"
C014238,Aarav Kulkarni,c014238@mail.com,East,Consumer,2025-12-20,12,6,206649.33000000002,5,4,2,542,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C001700,Rohan Iyer,c001700@mail.com,West,Consumer,2025-12-25,7,6,206639.36,5,3,2,532,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C001821,Pooja Bhat,c001821@mail.com,Central,Consumer,2025-11-27,35,6,206501.29,4,3,2,432,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C002307,Riya Patel,c002307@mail.com,East,Consumer,2025-04-21,255,7,206493.53,1,4,2,142,At Risk,P1,"Urgent win-back campaign, targeted discount, category-specific offers"
C000866,Meera Mehta,c000866@mail.com,Central,Consumer,2025-12-02,30,7,206369.55,4,4,2,442,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C003623,Pooja Malhotra,c003623@mail.com,South,Consumer,2025-03-03,304,7,206328.46,1,4,2,142,At Risk,P1,"Urgent win-back campaign, targeted discount, category-specific offers"
C013234,Neha Iyer,c013234@mail.com,West,Consumer,2025-12-13,19,5,206205.91,5,3,2,532,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C013899,Anaya Nair,c013899@mail.com,South,Consumer,2025-12-23,9,7,206149.96,5,4,2,542,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C014441,Vivaan Singh,c014441@mail.com,North,Consumer,2025-09-10,113,6,206147.73,2,4,2,242,At Risk,P1,"Urgent win-back campaign, targeted discount, category-specific offers"
C004673,Riya Mehta,c004673@mail.com,North,Corporate,2025-12-06,26,6,205988.72,4,3,2,432,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C009580,Vivaan Jain,c009580@mail.com,North,Consumer,2025-11-14,48,5,205929.57,4,3,2,432,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C007541,Rohan Mehta,c007541@mail.com,Central,Consumer,2025-12-07,25,7,205812.06,4,4,2,442,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C002169,Nikhil Malhotra,c002169@mail.com,South,Consumer,2025-11-22,40,8,205748.32,4,5,2,452,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C011384,Diya Kulkarni,c011384@mail.com,East,Consumer,2025-11-12,50,7,205612.78999999998,4,4,2,442,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C002472,Vivaan Verma,c002472@mail.com,West,Consumer,2025-11-23,39,8,205476.51,4,5,2,452,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C014476,Vivaan Kulkarni,c014476@mail.com,West,Consumer,2025-12-18,14,5,205406.82,5,3,2,532,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C017177,Aarav Patel,c017177@mail.com,East,Consumer,2025-02-22,313,6,205403.43000000002,1,4,2,142,At Risk,P1,"Urgent win-back campaign, targeted discount, category-specific offers"
C011688,Anaya Roy,c011688@mail.com,South,Corporate,2025-11-16,46,5,205322.15,4,3,2,432,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C019099,Aarav Jain,c019099@mail.com,North,Consumer,2025-12-15,17,6,205132.98,5,4,2,542,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C004725,Isha Verma,c004725@mail.com,North,Consumer,2025-12-02,30,6,205001.69,4,3,2,432,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C008290,Vivaan Verma,c008290@mail.com,South,Consumer,2025-08-01,153,7,204965.9,2,4,2,242,At Risk,P1,"Urgent win-back campaign, targeted discount, category-specific offers"
C012827,Anaya Kulkarni,c012827@mail.com,West,Home Office,2025-12-17,15,6,204608.09,5,4,2,542,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C012241,Vivaan Roy,c012241@mail.com,West,Consumer,2025-12-31,1,5,204190.27000000002,5,3,2,532,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C005034,Nitya Yadav,c005034@mail.com,East,Consumer,2025-12-30,2,6,203904.92,5,3,2,532,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C012081,Kiara Chopra,c012081@mail.com,Central,Consumer,2025-12-14,18,6,203500.5,5,4,2,542,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C001302,Anaya Khan,c001302@mail.com,East,Consumer,2025-11-16,46,8,203435.2,4,5,2,452,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C002930,Vivaan Singh,c002930@mail.com,West,Corporate,2025-08-05,149,7,203414.61,2,4,2,242,At Risk,P1,"Urgent win-back campaign, targeted discount, category-specific offers"
C005030,Aditya Jain,c005030@mail.com,North,Corporate,2025-11-11,51,5,203401.55000000002,4,3,2,432,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C009409,Kiara Saxena,c009409@mail.com,West,Corporate,2025-11-25,37,5,203375.44,4,3,2,432,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C017217,Aarav Kulkarni,c017217@mail.com,South,Corporate,2025-11-28,34,6,203151.67,4,4,2,442,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C002662,Nikhil Sharma,c002662@mail.com,South,Corporate,2025-12-29,3,6,203016.88,5,3,2,532,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C014571,Aarav Malhotra,c014571@mail.com,Central,Corporate,2025-12-28,4,5,203011.47,5,3,2,532,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C013088,Aarav Kulkarni,c013088@mail.com,North,Home Office,2025-12-20,12,6,202822.71000000002,5,4,2,542,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C003581,Vivaan Das,c003581@mail.com,West,Consumer,2025-12-02,30,6,202789.93,4,3,2,432,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C015906,Anaya Yadav,c015906@mail.com,North,Consumer,2025-12-29,3,6,202581.58000000002,5,4,2,542,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C007584,Rohan Singh,c007584@mail.com,West,Consumer,2025-11-24,38,6,202578.99,4,3,2,432,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C010952,Nikhil Singh,c010952@mail.com,Central,Corporate,2025-12-29,3,5,202488.91,5,3,2,532,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C011463,Rohan Kulkarni,c011463@mail.com,West,Consumer,2025-12-09,23,8,202220.27,5,5,2,552,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C000810,Varun Bhat,c000810@mail.com,Central,Consumer,2025-12-10,22,6,202182.85,5,3,2,532,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C014398,Anaya Kulkarni,c014398@mail.com,North,Consumer,2025-11-19,43,6,201977.65,4,4,2,442,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C015314,Saanvi Mehta,c015314@mail.com,West,Home Office,2025-09-09,114,6,201972.44,2,4,2,242,At Risk,P1,"Urgent win-back campaign, targeted discount, category-specific offers"
C008230,Aarav Mehta,c008230@mail.com,West,Corporate,2025-09-12,111,7,201901.03,2,4,2,242,At Risk,P1,"Urgent win-back campaign, targeted discount, category-specific offers"
C008073,Neha Patel,c008073@mail.com,South,Consumer,2025-08-04,150,7,201680.01,2,4,2,242,At Risk,P1,"Urgent win-back campaign, targeted discount, category-specific offers"
C008356,Aditya Malhotra,c008356@mail.com,West,Consumer,2025-11-27,35,5,201441.86000000002,4,3,2,432,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C006845,Aditya Nair,c006845@mail.com,East,Consumer,2025-11-15,47,6,201217.34,4,3,2,432,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C008221,Arjun Malhotra,c008221@mail.com,South,Consumer,2025-12-19,13,6,201123.66,5,3,2,532,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C009079,Aarav Nair,c009079@mail.com,North,Consumer,2025-12-26,6,7,201058.12,5,4,2,542,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C019609,Pooja Khan,c019609@mail.com,North,Consumer,2025-12-04,28,7,200980.01,4,5,2,452,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C017468,Tanvi Malhotra,c017468@mail.com,South,Consumer,2025-12-05,27,6,200875.69,4,4,2,442,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C008738,Kiara Patel,c008738@mail.com,South,Consumer,2025-06-09,206,6,200851.31,1,4,2,142,At Risk,P1,"Urgent win-back campaign, targeted discount, category-specific offers"
C002919,Nitya Kulkarni,c002919@mail.com,North,Consumer,2025-03-07,300,8,200663.61000000002,1,5,2,152,At Risk,P1,"Urgent win-back campaign, targeted discount, category-specific offers"
C012795,Isha Singh,c012795@mail.com,North,Consumer,2025-11-26,36,5,200638.95,4,3,2,432,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C013046,Nikhil Yadav,c013046@mail.com,West,Consumer,2025-12-19,13,5,200617.27,5,3,2,532,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C012657,Nitya Patel,c012657@mail.com,North,Consumer,2025-08-17,137,7,200447.58000000002,2,4,2,242,At Risk,P1,"Urgent win-back campaign, targeted discount, category-specific offers"
C019601,Pooja Bhat,c019601@mail.com,South,Consumer,2025-12-31,1,6,200235.5,5,4,2,542,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C014191,Vivaan Saxena,c014191@mail.com,North,Consumer,2025-12-18,14,6,200205.01,5,4,2,542,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C011974,Kabir Roy,c011974@mail.com,South,Consumer,2025-12-19,13,5,200058.51,5,3,2,532,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C000507,Kabir Yadav,c000507@mail.com,South,Home Office,2025-12-22,10,8,199910.35,5,5,2,552,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C003384,Rohan Yadav,c003384@mail.com,East,Consumer,2025-12-21,11,6,199722.27000000002,5,3,2,532,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C010558,Diya Malhotra,c010558@mail.com,North,Consumer,2025-11-19,43,8,199535.33,4,5,2,452,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C014797,Riya Malhotra,c014797@mail.com,East,Consumer,2025-12-09,23,5,199533.81,5,3,2,532,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C002252,Saanvi Sharma,c002252@mail.com,West,Corporate,2025-11-24,38,6,199430.74,4,3,2,432,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C002505,Rahul Yadav,c002505@mail.com,South,Consumer,2025-12-28,4,6,199263.68999999997,5,3,2,532,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C014747,Meera Verma,c014747@mail.com,South,Corporate,2025-12-03,29,5,199140.38999999998,4,3,2,432,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C002311,Kabir Malhotra,c002311@mail.com,Central,Home Office,2025-07-08,177,7,199091.24,2,4,2,242,At Risk,P1,"Urgent win-back campaign, targeted discount, category-specific offers"
C006121,Neha Nair,c006121@mail.com,North,Consumer,2025-12-30,2,6,198994.97,5,3,2,532,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C009547,Tanvi Sharma,c009547@mail.com,West,Consumer,2025-12-06,26,5,198859.19,4,3,2,432,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C005834,Saanvi Kulkarni,c005834@mail.com,West,Consumer,2025-12-05,27,6,198450.19,4,3,2,432,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C010752,Kiara Verma,c010752@mail.com,South,Home Office,2025-12-28,4,7,198301.08000000002,5,4,2,542,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C008079,Vivaan Patel,c008079@mail.com,Central,Consumer,2025-12-18,14,6,198187.54,5,3,2,532,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C010164,Saanvi Bose,c010164@mail.com,East,Consumer,2025-11-22,40,5,198186.49,4,3,2,432,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C011991,Rahul Gupta,c011991@mail.com,Central,Consumer,2025-03-18,289,6,198165.53,1,4,2,142,At Risk,P1,"Urgent win-back campaign, targeted discount, category-specific offers"
C001147,Arjun Yadav,c001147@mail.com,West,Consumer,2025-12-06,26,6,198087.42,4,3,2,432,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C014958,Vivaan Nair,c014958@mail.com,South,Corporate,2025-08-21,133,7,198042.32,2,4,2,242,At Risk,P1,"Urgent win-back campaign, targeted discount, category-specific offers"
C019536,Arjun Iyer,c019536@mail.com,West,Corporate,2025-12-11,21,5,197782.68,5,3,2,532,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C007166,Kabir Roy,c007166@mail.com,South,Home Office,2025-12-06,26,6,197377.24,4,3,2,432,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C008550,Kiara Khan,c008550@mail.com,West,Consumer,2025-11-10,52,6,197326.19,4,4,2,442,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C018858,Kiara Jain,c018858@mail.com,Central,Consumer,2025-12-07,25,7,197090.28,4,5,2,452,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C013415,Rohan Gupta,c013415@mail.com,South,Consumer,2025-08-16,138,6,197044.87,2,4,2,242,At Risk,P1,"Urgent win-back campaign, targeted discount, category-specific offers"
C013895,Pooja Roy,c013895@mail.com,North,Corporate,2025-12-28,4,5,196994.56,5,3,2,532,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C005274,Aarav Patel,c005274@mail.com,West,Consumer,2025-11-17,45,5,196911.92,4,3,2,432,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C017950,Diya Mehta,c017950@mail.com,Central,Consumer,2025-09-20,103,6,196862.44,2,4,2,242,At Risk,P1,"Urgent win-back campaign, targeted discount, category-specific offers"
C013652,Pooja Patel,c013652@mail.com,South,Corporate,2025-12-04,28,5,196780.15,4,3,2,432,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C010398,Vivaan Saxena,c010398@mail.com,South,Consumer,2025-12-22,10,6,196583.80000000002,5,4,2,542,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C005788,Arjun Khan,c005788@mail.com,West,Consumer,2025-11-28,34,6,196463.31,4,3,2,432,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C005869,Aditya Yadav,c005869@mail.com,North,Consumer,2025-11-15,47,5,196438.9,4,3,2,432,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C015315,Varun Gupta,c015315@mail.com,South,Consumer,2025-11-17,45,6,196414.98,4,4,2,442,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C015124,Vivaan Reddy,c015124@mail.com,West,Consumer,2025-12-21,11,6,196294.96,5,4,2,542,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C011878,Rahul Chopra,c011878@mail.com,North,Consumer,2025-12-08,24,6,196117.07,4,4,2,442,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C018619,Rahul Singh,c018619@mail.com,East,Consumer,2025-11-21,41,6,196099.18,4,4,2,442,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C014205,Anaya Bhat,c014205@mail.com,Central,Consumer,2025-12-30,2,5,196057.01,5,3,2,532,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C000535,Arjun Jain,c000535@mail.com,North,Consumer,2025-11-11,51,6,195508.74,4,3,2,432,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C000666,Tanvi Verma,c000666@mail.com,West,Consumer,2025-12-01,31,7,195486.7,4,4,2,442,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C011503,Rohan Kulkarni,c011503@mail.com,East,Consumer,2025-11-22,40,6,195446.6,4,4,2,442,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C016585,Arjun Das,c016585@mail.com,Central,Consumer,2025-12-21,11,8,194922.07,5,5,2,552,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C007282,Varun Bose,c007282@mail.com,North,Home Office,2025-11-21,41,6,194871.18,4,3,2,432,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C008869,Diya Jain,c008869@mail.com,South,Consumer,2025-03-21,286,6,194850.62,1,4,2,142,At Risk,P1,"Urgent win-back campaign, targeted discount, category-specific offers"
C009390,Saanvi Roy,c009390@mail.com,North,Consumer,2025-07-21,164,7,194746.66,2,4,2,242,At Risk,P1,"Urgent win-back campaign, targeted discount, category-specific offers"
C019109,Meera Bose,c019109@mail.com,West,Consumer,2025-12-12,20,5,194580.54,5,3,2,532,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C014223,Riya Bose,c014223@mail.com,West,Consumer,2025-11-30,32,6,194492.86000000002,4,4,2,442,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C017285,Neha Bhat,c017285@mail.com,Central,Consumer,2025-08-02,152,7,194456.04,2,4,2,242,At Risk,P1,"Urgent win-back campaign, targeted discount, category-specific offers"
C003348,Tanvi Bose,c003348@mail.com,East,Consumer,2025-12-30,2,6,194284.56,5,3,2,532,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C008233,Aarav Khan,c008233@mail.com,Central,Consumer,2025-12-03,29,5,194274.48,4,3,2,432,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C016889,Saanvi Nair,c016889@mail.com,North,Corporate,2025-11-25,37,5,194061.76,4,3,2,432,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C012804,Meera Iyer,c012804@mail.com,North,Consumer,2025-12-12,20,6,193880.54,5,4,2,542,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C004897,Varun Yadav,c004897@mail.com,South,Consumer,2025-11-30,32,5,193788.36,4,3,2,432,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C007316,Vivaan Sharma,c007316@mail.com,North,Consumer,2025-12-25,7,6,192843.62,5,3,2,532,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C005424,Saanvi Iyer,c005424@mail.com,North,Corporate,2025-11-16,46,6,192819.93,4,3,2,432,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C000379,Varun Sharma,c000379@mail.com,South,Consumer,2025-12-18,14,6,192813.29,5,3,2,532,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C016474,Aditya Das,c016474@mail.com,Central,Consumer,2025-04-17,259,7,192586.86,1,4,2,142,At Risk,P1,"Urgent win-back campaign, targeted discount, category-specific offers"
C017166,Isha Das,c017166@mail.com,West,Consumer,2025-08-31,123,7,192456.68,2,4,2,242,At Risk,P1,"Urgent win-back campaign, targeted discount, category-specific offers"
C010620,Neha Yadav,c010620@mail.com,West,Home Office,2025-07-20,165,6,192287.46,2,4,2,242,At Risk,P1,"Urgent win-back campaign, targeted discount, category-specific offers"
C011742,Riya Jain,c011742@mail.com,South,Consumer,2025-12-08,24,6,192281.69,4,4,2,442,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C007360,Rahul Malhotra,c007360@mail.com,West,Home Office,2025-11-11,51,6,192258.72,4,3,2,432,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C013985,Diya Malhotra,c013985@mail.com,Central,Consumer,2025-12-11,21,5,192258.03,5,3,2,532,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C016750,Isha Sharma,c016750@mail.com,East,Home Office,2025-05-14,232,6,192099.08000000002,1,4,2,142,At Risk,P1,"Urgent win-back campaign, targeted discount, category-specific offers"
C011425,Arjun Sharma,c011425@mail.com,North,Corporate,2025-12-24,8,5,192026.41,5,3,2,532,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C017606,Anaya Das,c017606@mail.com,East,Consumer,2025-06-27,188,6,191893.72,2,4,2,242,At Risk,P1,"Urgent win-back campaign, targeted discount, category-specific offers"
C009835,Diya Roy,c009835@mail.com,West,Consumer,2025-12-03,29,5,191816.22,4,3,2,432,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C017973,Nikhil Chopra,c017973@mail.com,South,Consumer,2025-12-29,3,6,191815.81,5,4,2,542,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C019436,Anaya Nair,c019436@mail.com,West,Consumer,2025-12-31,1,6,191732.0,5,4,2,542,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C008536,Diya Gupta,c008536@mail.com,South,Corporate,2025-02-12,323,6,191632.46,1,4,2,142,At Risk,P1,"Urgent win-back campaign, targeted discount, category-specific offers"
C007155,Rahul Chopra,c007155@mail.com,West,Consumer,2025-12-18,14,5,191237.33000000002,5,3,2,532,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C003767,Isha Sharma,c003767@mail.com,East,Corporate,2025-11-11,51,6,191108.77,4,3,2,432,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C010054,Diya Patel,c010054@mail.com,South,Home Office,2025-12-09,23,5,191071.03,5,3,2,532,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C018627,Nikhil Jain,c018627@mail.com,South,Consumer,2025-12-11,21,7,191065.11,5,5,2,552,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C002573,Kabir Reddy,c002573@mail.com,West,Consumer,2025-12-27,5,7,190657.9,5,4,2,542,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C011933,Nikhil Gupta,c011933@mail.com,North,Corporate,2025-11-17,45,6,190303.06,4,4,2,442,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C019024,Rohan Kulkarni,c019024@mail.com,East,Corporate,2025-12-25,7,6,189870.43,5,4,2,542,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C012887,Kiara Sharma,c012887@mail.com,South,Consumer,2025-11-12,50,6,189753.59,4,4,2,442,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C007253,Isha Bhat,c007253@mail.com,West,Consumer,2025-11-30,32,5,189623.59,4,3,2,432,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C006985,Anaya Chopra,c006985@mail.com,South,Consumer,2025-12-08,24,7,189571.25999999998,4,4,2,442,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C013867,Aarav Singh,c013867@mail.com,East,Home Office,2025-12-30,2,5,189283.44999999998,5,3,2,532,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C000930,Diya Das,c000930@mail.com,West,Consumer,2025-12-27,5,6,189251.54,5,3,2,532,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C011968,Rohan Bose,c011968@mail.com,South,Consumer,2025-12-25,7,5,189244.08000000002,5,3,2,532,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C012952,Nitya Gupta,c012952@mail.com,North,Consumer,2025-12-18,14,7,188952.04,5,4,2,542,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C019133,Pooja Mehta,c019133@mail.com,West,Consumer,2025-12-17,15,5,188712.21,5,3,2,532,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C008581,Saanvi Saxena,c008581@mail.com,East,Corporate,2025-12-31,1,5,188652.3,5,3,2,532,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
C005513,Arjun Nair,c005513@mail.com,East,Home Office,2025-12-10,22,6,188644.27,5,3,2,532,Loyal Customers,P1,"Loyalty points booster, subscription offer, category cross-sell"
