customer_id,customer_name,email,region,city,signup_date,segment,lifetime_value,order_frequency,avg_order_value,total_profit,first_order_date,last_order_date,customer_tenure_days
C011794,Nitya Gupta,c011794@mail.com,North,Jaipur,2023-01-25,Consumer,334626.10000000003,7.0,47803.728571428575,110817.4,2024-04-18,2025-06-22,430.0
C011795,Vivaan Chopra,c011795@mail.com,West,Ahmedabad,2024-05-17,Consumer,181693.13,5.0,36338.626000000004,50256.88,2024-08-17,2025-10-06,415.0
C011796,Neha Sharma,c011796@mail.com,West,Mumbai,2025-01-03,Consumer,613736.74,6.0,102289.45666666667,181027.55000000002,2024-09-30,2025-12-11,437.0
C011797,Isha Yadav,c011797@mail.com,East,Patna,2023-10-09,Consumer,467172.9,7.0,66738.98571428572,140065.94,2024-03-14,2025-11-19,615.0
C011798,Rahul Iyer,c011798@mail.com,South,Bengaluru,2022-04-29,Consumer,350654.3,6.0,58442.38333333333,102864.35000000002,2024-02-18,2025-06-01,469.0
C011799,Anaya Reddy,c011799@mail.com,North,Jaipur,2024-01-26,Consumer,151579.95,6.0,25263.325,51018.58,2024-01-15,2025-11-28,683.0
C011800,Aditya Nair,c011800@mail.com,South,Chennai,2023-07-28,Consumer,51577.33,3.0,17192.443333333333,19844.079999999998,2024-02-05,2025-12-14,678.0
C011801,Anaya Saxena,c011801@mail.com,West,Mumbai,2024-07-18,Consumer,604966.0800000001,9.0,67218.45333333334,172870.74,2024-03-09,2025-10-27,597.0
C011802,Nikhil Iyer,c011802@mail.com,South,Chennai,2023-10-25,Home Office,310097.31,5.0,62019.462,116966.53,2024-04-02,2025-09-17,533.0
C011803,Rohan Roy,c011803@mail.com,West,Ahmedabad,2024-12-13,Consumer,184433.61,4.0,46108.4025,51554.82000000001,2024-02-03,2025-12-24,690.0
C011804,Nitya Nair,c011804@mail.com,West,Ahmedabad,2022-05-28,Corporate,704509.6499999999,5.0,140901.93,201579.49999999994,2024-06-26,2025-12-17,539.0
C011805,Arjun Chopra,c011805@mail.com,West,Mumbai,2024-01-19,Consumer,335258.18,5.0,67051.636,115838.43,2024-05-04,2025-12-19,594.0
C011806,Nitya Jain,c011806@mail.com,West,Ahmedabad,2024-06-03,Home Office,531147.0900000001,10.0,53114.70900000001,176049.77000000002,2024-02-29,2025-11-17,627.0
C011807,Meera Reddy,c011807@mail.com,East,Kolkata,2023-05-03,Consumer,233203.84,6.0,38867.306666666664,70839.66,2024-02-03,2025-12-22,688.0
C011808,Pooja Bose,c011808@mail.com,East,Kolkata,2023-07-25,Consumer,477778.24,8.0,59722.28,170331.63,2024-02-08,2025-02-21,379.0
C011809,Nitya Patel,c011809@mail.com,North,Chandigarh,2024-04-14,Home Office,762686.1699999999,8.0,95335.77124999999,272617.2,2024-11-20,2025-12-07,382.0
C011810,Anaya Gupta,c011810@mail.com,West,Mumbai,2023-07-01,Home Office,437585.33,5.0,87517.066,176660.09000000003,2024-02-25,2025-07-07,498.0
C011811,Nikhil Patel,c011811@mail.com,Central,Bhopal,2023-04-17,Consumer,166861.75,4.0,41715.4375,36706.600000000006,2024-01-10,2024-09-18,252.0
C011812,Diya Nair,c011812@mail.com,East,Bhubaneswar,2023-11-29,Home Office,303519.74,5.0,60703.948,109213.5,2024-03-25,2025-12-10,625.0
C011813,Arjun Khan,c011813@mail.com,Central,Nagpur,2024-08-22,Corporate,146654.87,3.0,48884.956666666665,43110.03,2024-11-21,2025-05-31,191.0
C011814,Rohan Reddy,c011814@mail.com,Central,Nagpur,2022-06-11,Consumer,383485.33999999997,7.0,54783.619999999995,119296.91999999998,2024-08-15,2025-12-20,492.0
C011815,Tanvi Reddy,c011815@mail.com,East,Bhubaneswar,2024-11-14,Consumer,351640.36,6.0,58606.72666666666,114369.04000000001,2024-02-17,2025-10-24,615.0
C011816,Nitya Sharma,c011816@mail.com,West,Pune,2022-08-29,Corporate,443891.16,4.0,110972.79,131838.45,2024-03-06,2024-11-21,260.0
C011817,Pooja Verma,c011817@mail.com,West,Mumbai,2022-04-28,Home Office,505326.75,5.0,101065.35,164296.94999999998,2024-01-28,2025-05-02,460.0
C011818,Nitya Patel,c011818@mail.com,South,Bengaluru,2022-08-05,Consumer,557126.51,7.0,79589.50142857143,185300.63999999998,2024-05-18,2025-12-21,582.0
C011819,Nikhil Bose,c011819@mail.com,North,Jaipur,2022-04-02,Consumer,414626.7,7.0,59232.385714285716,112663.90000000001,2024-08-15,2025-09-17,398.0
C011820,Aditya Khan,c011820@mail.com,South,Hyderabad,2025-02-16,Consumer,262310.33,5.0,52462.066000000006,83183.83,2024-03-03,2025-06-08,462.0
C011821,Isha Patel,c011821@mail.com,West,Ahmedabad,2022-12-17,Corporate,400870.79,7.0,57267.25571428571,108743.51999999997,2024-07-04,2025-10-11,464.0
C011822,Aarav Patel,c011822@mail.com,South,Bengaluru,2024-07-16,Consumer,605772.12,10.0,60577.212,186017.66,2024-03-10,2025-09-10,549.0
C011823,Nikhil Bhat,c011823@mail.com,West,Mumbai,2022-08-07,Consumer,417871.19,10.0,41787.119,135865.39,2024-09-10,2025-12-30,476.0
C011824,Vivaan Chopra,c011824@mail.com,West,Ahmedabad,2023-09-28,Consumer,227310.84999999998,3.0,75770.28333333333,25007.56,2024-01-10,2025-10-25,654.0
C011825,Pooja Reddy,c011825@mail.com,West,Mumbai,2023-05-27,Corporate,298191.99,6.0,49698.665,81309.26000000001,2024-11-20,2025-12-16,391.0
C011826,Rahul Saxena,c011826@mail.com,South,Bengaluru,2024-03-02,Corporate,535958.39,6.0,89326.39833333333,223965.0,2024-01-29,2025-06-15,503.0
C011827,Riya Yadav,c011827@mail.com,East,Kolkata,2025-04-01,Consumer,290842.44,9.0,32315.826666666668,91370.17000000001,2024-03-18,2025-08-25,525.0
C011828,Vivaan Jain,c011828@mail.com,North,Jaipur,2024-02-19,Consumer,644441.3500000001,4.0,161110.33750000002,283600.92000000004,2024-04-30,2025-04-11,346.0
C011829,Anaya Jain,c011829@mail.com,South,Hyderabad,2024-04-22,Corporate,487895.10000000003,3.0,162631.7,188247.41999999998,2024-03-04,2025-11-17,623.0
C011830,Kabir Bose,c011830@mail.com,North,Delhi,2022-11-11,Consumer,358166.19,5.0,71633.238,132309.77000000002,2024-04-22,2025-08-20,485.0
C011831,Nikhil Kulkarni,c011831@mail.com,North,Chandigarh,2022-05-27,Consumer,621783.78,6.0,103630.63,207369.48,2024-06-19,2025-09-22,460.0
C011832,Pooja Bose,c011832@mail.com,North,Chandigarh,2022-04-14,Consumer,755706.07,10.0,75570.60699999999,254163.3,2024-02-05,2025-11-13,647.0
C011833,Nikhil Iyer,c011833@mail.com,East,Bhubaneswar,2022-12-27,Corporate,153240.18,2.0,76620.09,76764.31,2024-06-15,2025-02-18,248.0
C011834,Vivaan Kulkarni,c011834@mail.com,South,Chennai,2023-10-28,Home Office,233407.07,4.0,58351.7675,90262.12999999999,2024-02-16,2025-10-06,598.0
C011835,Isha Sharma,c011835@mail.com,South,Bengaluru,2022-03-14,Consumer,348185.64,4.0,87046.41,107064.47,2024-05-29,2025-05-18,354.0
C011836,Aditya Patel,c011836@mail.com,West,Ahmedabad,2022-11-12,Home Office,183617.34000000003,4.0,45904.33500000001,68936.58000000002,2024-08-01,2025-12-06,492.0
C011837,Nikhil Saxena,c011837@mail.com,East,Patna,2024-01-28,Consumer,211638.16,4.0,52909.54,74172.59,2025-04-04,2025-11-08,218.0
C011838,Riya Singh,c011838@mail.com,Central,Indore,2024-11-14,Home Office,165716.56,2.0,82858.28,61009.83,2024-04-29,2025-10-15,534.0
C011839,Aditya Gupta,c011839@mail.com,East,Bhubaneswar,2025-04-02,Consumer,545700.31,7.0,77957.18714285715,217869.71,2024-01-21,2025-12-31,710.0
C011840,Rohan Das,c011840@mail.com,North,Jaipur,2022-10-11,Consumer,1299631.79,7.0,185661.6842857143,456715.08999999997,2024-05-29,2025-12-12,562.0
C011841,Isha Singh,c011841@mail.com,Central,Nagpur,2022-05-03,Consumer,529191.23,6.0,88198.53833333333,132395.97000000003,2024-05-03,2025-10-21,536.0
C011842,Meera Chopra,c011842@mail.com,West,Mumbai,2023-11-19,Home Office,654333.06,7.0,93476.15142857144,260702.54,2024-04-04,2025-01-25,296.0
C011843,Kiara Das,c011843@mail.com,East,Patna,2025-01-30,Corporate,534381.14,6.0,89063.52333333333,113370.42,2025-02-28,2025-11-22,267.0
C011844,Diya Kulkarni,c011844@mail.com,East,Kolkata,2023-05-20,Corporate,108301.95999999999,3.0,36100.65333333333,29487.1,2024-07-19,2025-07-01,347.0
C011845,Nikhil Roy,c011845@mail.com,South,Hyderabad,2024-12-21,Consumer,680194.39,7.0,97170.62714285715,245309.08999999997,2024-02-26,2025-05-16,445.0
C011846,Neha Sharma,c011846@mail.com,East,Bhubaneswar,2024-06-10,Consumer,215849.35,4.0,53962.3375,61562.35999999999,2024-04-23,2025-04-21,363.0
C011847,Kiara Nair,c011847@mail.com,West,Pune,2024-12-14,Consumer,238960.9,4.0,59740.225,65910.48000000001,2024-01-04,2025-06-12,525.0
C011848,Varun Bose,c011848@mail.com,East,Patna,2025-02-14,Consumer,218247.84,6.0,36374.64,58718.2,2024-06-19,2025-12-20,549.0
C011849,Rahul Das,c011849@mail.com,North,Jaipur,2022-05-09,Consumer,518123.95999999996,6.0,86353.99333333333,161071.77000000002,2024-02-03,2025-09-27,602.0
C011850,Vivaan Nair,c011850@mail.com,North,Chandigarh,2023-05-09,Corporate,197880.77,4.0,49470.1925,70320.36,2024-03-25,2025-12-15,630.0
C011851,Isha Saxena,c011851@mail.com,North,Jaipur,2022-03-01,Home Office,229516.88,6.0,38252.81333333333,69609.46,2024-01-20,2025-09-30,619.0
C011852,Vivaan Sharma,c011852@mail.com,South,Bengaluru,2022-02-23,Home Office,737308.63,14.0,52664.90214285714,258277.03999999998,2024-01-16,2025-12-05,689.0
C011853,Rahul Sharma,c011853@mail.com,South,Chennai,2023-07-25,Corporate,695609.27,9.0,77289.91888888889,271855.11,2024-01-26,2025-12-07,681.0
C011854,Neha Verma,c011854@mail.com,Central,Nagpur,2024-03-04,Home Office,823385.56,8.0,102923.195,297640.14,2024-07-28,2025-09-14,413.0
C011855,Nikhil Bhat,c011855@mail.com,South,Bengaluru,2024-11-29,Consumer,259530.3,7.0,37075.75714285714,93721.12,2024-02-23,2025-12-14,660.0
C011856,Rohan Roy,c011856@mail.com,South,Bengaluru,2022-06-05,Consumer,492686.26,8.0,61585.7825,165862.33000000002,2024-08-17,2025-12-01,471.0
C011857,Diya Malhotra,c011857@mail.com,South,Bengaluru,2022-02-09,Consumer,320672.34,5.0,64134.46800000001,92583.04,2024-05-22,2025-08-01,436.0
C011858,Diya Khan,c011858@mail.com,East,Kolkata,2022-05-06,Corporate,88602.37000000001,2.0,44301.185000000005,31973.15,2024-05-15,2024-08-01,78.0
C011859,Riya Iyer,c011859@mail.com,East,Bhubaneswar,2025-01-17,Consumer,590811.98,7.0,84401.71142857142,198975.64,2024-07-23,2025-11-18,483.0
C011860,Aditya Verma,c011860@mail.com,East,Bhubaneswar,2024-03-04,Corporate,339974.92000000004,8.0,42496.865000000005,122016.61,2024-04-21,2025-12-10,598.0
C011861,Anaya Patel,c011861@mail.com,Central,Indore,2023-08-01,Consumer,330128.77,7.0,47161.25285714286,96359.30000000002,2024-03-13,2025-07-11,485.0
C011862,Nitya Iyer,c011862@mail.com,Central,Bhopal,2022-05-04,Home Office,48315.08,3.0,16105.026666666667,22718.96,2024-10-14,2025-12-11,423.0
C011863,Riya Singh,c011863@mail.com,West,Mumbai,2023-03-21,Consumer,271813.31000000006,4.0,67953.32750000001,78843.33000000003,2024-01-31,2025-11-14,653.0
C011864,Meera Khan,c011864@mail.com,West,Ahmedabad,2022-06-04,Corporate,355990.82,4.0,88997.705,121431.50999999998,2024-02-01,2025-11-03,641.0
C011865,Arjun Sharma,c011865@mail.com,South,Hyderabad,2022-02-06,Corporate,568635.21,6.0,94772.53499999999,187693.15,2024-02-08,2025-12-13,674.0
C011866,Neha Patel,c011866@mail.com,East,Patna,2023-06-11,Corporate,497762.2,5.0,99552.44,164191.93000000002,2024-11-12,2025-05-16,185.0
C011867,Nitya Verma,c011867@mail.com,South,Bengaluru,2023-08-27,Consumer,188586.38,4.0,47146.595,65249.86,2024-08-12,2025-11-05,450.0
C011868,Meera Saxena,c011868@mail.com,West,Pune,2023-06-27,Corporate,278195.13,3.0,92731.71,98315.54,2024-05-09,2025-07-25,442.0
C011869,Kiara Bhat,c011869@mail.com,North,Chandigarh,2024-11-11,Consumer,540235.13,5.0,108047.026,140375.34,2024-02-16,2025-09-04,566.0
C011870,Nitya Reddy,c011870@mail.com,North,Chandigarh,2025-01-01,Consumer,125364.16999999998,3.0,41788.056666666664,47750.07,2025-09-06,2025-12-02,87.0
C011871,Rohan Jain,c011871@mail.com,North,Chandigarh,2022-05-26,Corporate,406541.18,6.0,67756.86333333333,124058.83,2024-01-09,2025-09-12,612.0
C011872,Diya Mehta,c011872@mail.com,East,Patna,2022-11-28,Home Office,295959.6,8.0,36994.95,94672.70999999999,2024-02-10,2025-10-07,605.0
C011873,Vivaan Jain,c011873@mail.com,West,Ahmedabad,2023-08-25,Consumer,469526.26,10.0,46952.626000000004,173666.97,2024-02-13,2025-09-12,577.0
C011874,Vivaan Bose,c011874@mail.com,North,Jaipur,2023-04-27,Consumer,313622.20999999996,10.0,31362.220999999998,87506.48999999999,2024-01-21,2025-12-20,699.0
C011875,Saanvi Nair,c011875@mail.com,East,Patna,2023-06-08,Corporate,180897.97,6.0,30149.661666666667,39638.79999999999,2024-04-25,2025-10-27,550.0
C011876,Diya Kulkarni,c011876@mail.com,South,Bengaluru,2024-04-29,Consumer,243738.17,4.0,60934.5425,82504.03000000001,2024-04-26,2025-09-07,499.0
C011877,Arjun Kulkarni,c011877@mail.com,West,Ahmedabad,2022-08-04,Consumer,237771.68999999997,5.0,47554.337999999996,117614.79999999997,2025-02-13,2025-12-15,305.0
C011878,Rahul Chopra,c011878@mail.com,North,Delhi,2024-09-19,Consumer,296437.77,7.0,42348.25285714286,106130.12,2024-09-01,2025-12-08,463.0
C011879,Rohan Iyer,c011879@mail.com,North,Jaipur,2022-11-14,Consumer,326976.08999999997,5.0,65395.21799999999,123734.5,2024-06-12,2024-11-18,159.0
C011880,Pooja Bhat,c011880@mail.com,East,Bhubaneswar,2023-02-23,Consumer,119148.84,4.0,29787.21,21708.22,2024-08-03,2025-11-25,479.0
C011881,Tanvi Jain,c011881@mail.com,East,Patna,2022-09-24,Corporate,265012.66,5.0,53002.53199999999,100846.78,2024-03-05,2025-07-22,504.0
C011882,Aarav Patel,c011882@mail.com,West,Ahmedabad,2024-01-28,Consumer,959542.63,8.0,119942.82875,362840.56,2024-05-11,2025-08-11,457.0
C011883,Nikhil Chopra,c011883@mail.com,East,Kolkata,2024-04-14,Consumer,559100.46,6.0,93183.40999999999,203711.97999999998,2024-02-13,2025-11-16,642.0
C011884,Aarav Malhotra,c011884@mail.com,Central,Bhopal,2024-01-20,Consumer,760075.55,10.0,76007.55500000001,211253.76000000004,2024-03-21,2025-07-07,473.0
C011885,Neha Reddy,c011885@mail.com,South,Chennai,2023-08-16,Corporate,282628.58,6.0,47104.763333333336,87249.52,2024-12-25,2025-12-17,357.0
C011886,Aditya Saxena,c011886@mail.com,South,Hyderabad,2022-12-30,Consumer,670309.57,11.0,60937.233636363635,190146.09999999998,2024-07-09,2025-10-23,471.0
C011887,Aditya Malhotra,c011887@mail.com,Central,Indore,2024-04-05,Consumer,940285.5700000001,11.0,85480.50636363636,334622.71,2024-04-01,2025-12-08,616.0
C011888,Riya Khan,c011888@mail.com,North,Chandigarh,2022-05-23,Corporate,110296.5,2.0,55148.25,41425.61,2024-11-04,2025-11-14,375.0
C011889,Vivaan Verma,c011889@mail.com,West,Ahmedabad,2023-01-10,Consumer,141947.34,2.0,70973.67,53926.93,2024-12-31,2025-06-18,169.0
C011890,Saanvi Chopra,c011890@mail.com,North,Delhi,2024-03-30,Home Office,148942.27,6.0,24823.711666666666,48159.66999999999,2024-03-08,2025-11-17,619.0
C011891,Pooja Verma,c011891@mail.com,East,Kolkata,2024-04-10,Consumer,321219.3,4.0,80304.825,112028.32,2024-04-30,2025-10-18,536.0
C011892,Pooja Sharma,c011892@mail.com,North,Delhi,2022-11-18,Consumer,951287.72,10.0,95128.772,306258.89,2024-07-16,2025-12-27,529.0
C011893,Varun Yadav,c011893@mail.com,East,Patna,2023-02-14,Consumer,405215.42,8.0,50651.9275,129307.57,2024-02-11,2025-11-26,654.0
C011894,Isha Mehta,c011894@mail.com,West,Pune,2023-01-17,Home Office,373775.52,5.0,74755.104,149519.1,2024-04-19,2025-11-25,585.0
C011895,Rahul Nair,c011895@mail.com,North,Jaipur,2024-11-30,Corporate,349884.19,8.0,43735.52375,106457.29000000001,2024-01-26,2025-08-19,571.0
C011896,Arjun Chopra,c011896@mail.com,North,Chandigarh,2023-11-18,Consumer,1037395.43,10.0,103739.543,358881.14,2024-01-12,2025-12-02,690.0
C011897,Pooja Mehta,c011897@mail.com,South,Chennai,2022-05-23,Consumer,526818.1799999999,7.0,75259.73999999999,146959.14,2024-02-15,2025-10-30,623.0
C011898,Kiara Bose,c011898@mail.com,South,Bengaluru,2022-07-12,Consumer,240280.03,5.0,48056.006,63361.93000000001,2024-05-18,2025-11-12,543.0
C011899,Nikhil Patel,c011899@mail.com,South,Hyderabad,2022-03-25,Consumer,203653.45,6.0,33942.24166666667,86585.54,2024-02-04,2025-11-30,665.0
C011900,Varun Chopra,c011900@mail.com,Central,Bhopal,2022-10-17,Home Office,544245.88,8.0,68030.735,209460.62000000002,2024-02-18,2025-05-05,442.0
C011901,Rahul Chopra,c011901@mail.com,North,Chandigarh,2022-09-24,Corporate,259303.38999999996,5.0,51860.67799999999,103025.50999999998,2024-02-05,2025-05-30,480.0
C011902,Saanvi Reddy,c011902@mail.com,South,Chennai,2023-06-20,Consumer,930178.79,9.0,103353.19888888889,274532.53,2024-02-20,2025-12-22,671.0
C011903,Diya Bose,c011903@mail.com,South,Chennai,2024-06-15,Home Office,55668.53,1.0,55668.53,18201.73,2025-03-25,2025-03-25,1.0
C011904,Kabir Chopra,c011904@mail.com,South,Chennai,2024-11-20,Corporate,376414.51999999996,4.0,94103.62999999999,147685.78999999998,2024-12-22,2025-09-25,277.0
C011905,Nitya Patel,c011905@mail.com,South,Bengaluru,2023-11-02,Consumer,561323.22,8.0,70165.4025,214567.90000000002,2024-02-12,2025-10-10,606.0
C011906,Kiara Kulkarni,c011906@mail.com,West,Pune,2024-07-15,Consumer,271425.16000000003,5.0,54285.03200000001,79969.95000000001,2024-08-19,2025-09-22,399.0
C011907,Isha Bose,c011907@mail.com,East,Bhubaneswar,2024-02-25,Consumer,1223065.95,7.0,174723.70714285714,378077.67000000004,2024-04-02,2025-12-18,625.0
C011908,Anaya Khan,c011908@mail.com,West,Pune,2023-01-17,Consumer,578044.1599999999,5.0,115608.83199999998,200141.57,2024-12-23,2025-12-16,358.0
C011909,Tanvi Chopra,c011909@mail.com,South,Hyderabad,2024-01-05,Corporate,159319.43000000002,3.0,53106.47666666668,78003.32999999999,2024-10-16,2025-12-14,424.0
C011910,Aditya Bhat,c011910@mail.com,East,Patna,2022-12-29,Consumer,173550.18,5.0,34710.036,79374.89,2024-03-26,2025-12-08,622.0
C011911,Isha Mehta,c011911@mail.com,Central,Nagpur,2023-01-06,Consumer,614167.05,6.0,102361.175,212879.19,2024-08-15,2025-11-09,451.0
C011912,Saanvi Sharma,c011912@mail.com,West,Pune,2025-03-30,Home Office,423970.67,7.0,60567.23857142857,137614.73,2024-05-07,2025-12-29,601.0
C011913,Aarav Jain,c011913@mail.com,Central,Nagpur,2024-12-28,Consumer,515641.83,6.0,85940.30500000001,159309.81000000003,2024-01-07,2025-09-28,630.0
C011914,Tanvi Chopra,c011914@mail.com,South,Hyderabad,2024-02-24,Consumer,386030.51,7.0,55147.21571428572,141391.71000000002,2024-02-26,2025-10-08,590.0
C011915,Kabir Gupta,c011915@mail.com,Central,Nagpur,2023-12-13,Corporate,265260.28,4.0,66315.07,77947.95000000001,2024-04-02,2025-12-20,627.0
C011916,Nikhil Reddy,c011916@mail.com,West,Pune,2024-04-02,Consumer,460324.37,7.0,65760.62428571428,157764.91,2024-04-13,2025-12-16,612.0
C011917,Isha Iyer,c011917@mail.com,West,Pune,2024-06-22,Consumer,476161.15,9.0,52906.794444444444,145113.02000000002,2024-01-12,2025-12-30,718.0
C011918,Kabir Bhat,c011918@mail.com,West,Ahmedabad,2022-03-08,Consumer,254352.62000000002,4.0,63588.155000000006,101530.53,2024-03-25,2025-09-01,525.0
C011919,Riya Reddy,c011919@mail.com,Central,Bhopal,2023-03-07,Consumer,411465.04,5.0,82293.008,152273.71999999997,2024-01-21,2025-12-05,684.0
C011920,Aditya Nair,c011920@mail.com,South,Hyderabad,2022-05-06,Consumer,260587.72999999998,3.0,86862.57666666666,105463.68,2024-09-13,2025-11-26,439.0
C011921,Nikhil Gupta,c011921@mail.com,West,Mumbai,2023-09-28,Consumer,655919.45,12.0,54659.95416666666,226476.62,2024-01-09,2025-10-28,658.0
C011922,Neha Iyer,c011922@mail.com,West,Ahmedabad,2022-12-20,Consumer,390658.77999999997,6.0,65109.79666666666,124187.78000000001,2024-04-18,2025-04-08,355.0
C011923,Nitya Yadav,c011923@mail.com,West,Pune,2023-02-01,Consumer,453336.94,5.0,90667.388,146420.58,2024-05-08,2025-11-13,554.0
C011924,Nikhil Das,c011924@mail.com,West,Mumbai,2024-10-07,Consumer,889476.0499999999,10.0,88947.605,290022.32999999996,2024-05-10,2025-12-05,574.0
C011925,Varun Bhat,c011925@mail.com,North,Jaipur,2022-09-02,Consumer,539480.77,8.0,67435.09625,145349.71000000002,2024-03-08,2025-09-19,560.0
C011926,Anaya Sharma,c011926@mail.com,South,Chennai,2024-12-28,Corporate,644324.8099999999,8.0,80540.60124999999,259436.59999999998,2024-03-16,2025-12-23,647.0
C011927,Anaya Nair,c011927@mail.com,South,Chennai,2023-05-21,Consumer,256612.02000000002,5.0,51322.404,85751.81,2024-03-17,2025-03-02,350.0
C011928,Aarav Das,c011928@mail.com,West,Pune,2022-08-18,Consumer,546729.78,4.0,136682.445,148597.65999999997,2024-08-23,2025-12-28,492.0
C011929,Varun Iyer,c011929@mail.com,West,Ahmedabad,2022-06-21,Consumer,141057.82,4.0,35264.455,49761.43000000001,2024-06-06,2025-08-26,446.0
C011930,Vivaan Nair,c011930@mail.com,West,Ahmedabad,2024-05-07,Consumer,436642.67000000004,6.0,72773.77833333334,143132.47,2024-01-11,2025-10-01,629.0
C011931,Aditya Nair,c011931@mail.com,West,Mumbai,2024-12-19,Consumer,279795.77,3.0,93265.25666666667,107613.4,2024-07-16,2025-03-05,232.0
C011932,Vivaan Malhotra,c011932@mail.com,East,Bhubaneswar,2024-11-14,Home Office,150211.88,5.0,30042.376,37270.84000000001,2024-07-21,2025-12-25,522.0
C011933,Nikhil Gupta,c011933@mail.com,North,Delhi,2022-07-24,Corporate,190303.06,6.0,31717.176666666666,57857.73999999999,2025-01-22,2025-11-17,299.0
C011934,Nitya Chopra,c011934@mail.com,East,Bhubaneswar,2024-11-20,Corporate,664068.48,7.0,94866.92571428571,252295.21000000002,2024-07-01,2025-11-14,501.0
C011935,Neha Singh,c011935@mail.com,Central,Bhopal,2022-09-28,Consumer,262136.91999999998,5.0,52427.384,90766.22999999998,2024-10-12,2025-12-11,425.0
C011936,Vivaan Das,c011936@mail.com,West,Pune,2023-07-05,Consumer,180880.44,5.0,36176.088,60517.11,2024-05-28,2025-07-26,424.0
C011937,Neha Bhat,c011937@mail.com,Central,Indore,2022-01-07,Home Office,396018.0,5.0,79203.6,163369.87,2024-10-28,2025-10-13,350.0
C011938,Diya Roy,c011938@mail.com,Central,Nagpur,2022-11-07,Corporate,525108.53,7.0,75015.50428571428,153365.03999999998,2024-04-15,2025-12-15,609.0
C011939,Riya Nair,c011939@mail.com,South,Bengaluru,2023-01-19,Corporate,766205.6,7.0,109457.94285714286,251536.28000000003,2024-04-08,2025-04-03,360.0
C011940,Neha Bhat,c011940@mail.com,West,Pune,2025-02-21,Corporate,121301.72,6.0,20216.953333333335,32645.47000000001,2024-02-07,2025-12-16,678.0
C011941,Aarav Mehta,c011941@mail.com,East,Kolkata,2022-11-30,Corporate,203129.73,4.0,50782.4325,70551.86,2024-10-04,2025-11-13,405.0
C011942,Aarav Roy,c011942@mail.com,South,Chennai,2022-11-28,Consumer,732680.95,6.0,122113.49166666665,259451.19999999998,2024-05-16,2025-09-01,473.0
C011943,Aarav Gupta,c011943@mail.com,South,Chennai,2022-11-25,Corporate,433364.87,9.0,48151.65222222222,107241.24999999999,2024-01-12,2025-12-14,702.0
C011944,Aditya Bose,c011944@mail.com,South,Hyderabad,2022-10-31,Consumer,399114.75,6.0,66519.125,168595.22,2024-07-21,2025-12-16,513.0
C011945,Isha Khan,c011945@mail.com,North,Chandigarh,2023-10-10,Corporate,618617.25,7.0,88373.89285714286,264238.77,2024-02-06,2025-11-08,641.0
C011946,Kiara Nair,c011946@mail.com,East,Bhubaneswar,2022-09-04,Corporate,460396.51999999996,5.0,92079.30399999999,120562.31000000001,2024-10-23,2025-03-15,143.0
C011947,Rahul Saxena,c011947@mail.com,North,Jaipur,2022-12-15,Consumer,108290.07,3.0,36096.69,35270.100000000006,2024-05-20,2025-12-23,582.0
C011948,Pooja Khan,c011948@mail.com,South,Bengaluru,2023-10-02,Consumer,425821.32,6.0,70970.22,149171.31000000003,2024-01-02,2025-12-18,716.0
C011949,Neha Bhat,c011949@mail.com,East,Kolkata,2024-06-26,Consumer,144192.82,1.0,144192.82,33085.579999999994,2025-10-15,2025-10-15,1.0
C011950,Varun Yadav,c011950@mail.com,South,Chennai,2022-05-09,Home Office,291648.69999999995,4.0,72912.17499999999,52775.899999999965,2024-08-10,2025-12-07,484.0
C011951,Diya Khan,c011951@mail.com,West,Mumbai,2023-02-23,Corporate,470057.2,7.0,67151.02857142857,152033.61,2024-03-10,2025-12-30,660.0
C011952,Rahul Das,c011952@mail.com,South,Bengaluru,2023-11-16,Consumer,363189.85,6.0,60531.64166666666,137469.55,2024-02-16,2025-12-26,679.0
C011953,Kiara Bhat,c011953@mail.com,North,Chandigarh,2025-01-05,Consumer,313218.66000000003,7.0,44745.52285714286,98195.48000000001,2024-01-09,2025-12-03,694.0
C011954,Aarav Nair,c011954@mail.com,Central,Indore,2025-02-06,Consumer,190123.1,3.0,63374.36666666667,32559.76999999999,2024-06-20,2025-09-01,438.0
C011955,Nikhil Iyer,c011955@mail.com,West,Ahmedabad,2024-11-12,Consumer,185453.26,4.0,46363.315,74568.81,2024-03-09,2025-10-28,598.0
C011956,Nitya Malhotra,c011956@mail.com,West,Pune,2023-08-29,Consumer,344010.57,8.0,43001.32125,99618.11,2024-06-25,2025-10-16,478.0
C011957,Nikhil Saxena,c011957@mail.com,West,Mumbai,2022-04-28,Consumer,308743.22000000003,5.0,61748.64400000001,96649.75000000001,2024-08-23,2025-11-09,443.0
C011958,Nitya Malhotra,c011958@mail.com,North,Delhi,2025-03-04,Home Office,262175.08,7.0,37453.58285714286,99262.37999999999,2024-02-24,2025-12-06,651.0
C011959,Aarav Chopra,c011959@mail.com,West,Ahmedabad,2024-01-16,Corporate,120586.28,3.0,40195.426666666666,34632.350000000006,2024-09-26,2025-08-31,339.0
C011960,Anaya Das,c011960@mail.com,North,Delhi,2024-12-22,Consumer,126259.79,2.0,63129.895,18519.809999999994,2025-01-15,2025-05-21,126.0
C011961,Meera Bhat,c011961@mail.com,East,Kolkata,2025-01-09,Consumer,432716.6,6.0,72119.43333333333,155476.21000000002,2024-08-11,2025-09-27,412.0
